IdHaulStage,CycleStage,Date,Time,TimeZone,IdHaul,Weight,IdHaulGroup,ProductName,TruckAssetNumber,TruckMakeName,TruckModelName,LoaderAssetNumber,LoaderMakeName,LoaderModelName,LoaderStatus,LocationSource,LocationDump,LocationLoad,Comments,NameFirst,NameLast,Shift
1,8,2025-02-02,07:29:00,MST,3444,177.79159124930078,2,Copper Ore,530,Komatsu,777D,39,CAT,T282E,Idle,Pit 1,Pit 2,Waste Pile A,,Emily,Wilson,Morning
5,10,2025-01-11,06:19:00,MST,4783,80.71273438972523,2,D&E,558,Liebherr,6810,65,Liebherr,777D,Idle,Waste Pile B,Waste Pile A,Pit 1,,Maria,Williams,Morning
1,7,2025-04-20,11:22:00,MST,2411,121.2087795939901,1,D&E,913,Komatsu,T282E,35,CAT,T282E,Maintenance,Pit 1,Pit 1,Waste Pile A,,Maria,Williams,Morning
2,9,2025-02-03,07:48:00,MST,2925,166.17887230596443,1,Tailings,150,Komatsu,777D,70,Komatsu,6810,Idle,Pit 1,Pit 2,Waste Pile B,,Sarah,Davis,Morning
2,5,2025-01-21,00:34:00,MST,9557,189.1625676211224,3,Waste Rock,208,Liebherr,777D,51,Komatsu,T282E,Idle,Waste Pile B,Pit 2,Pit 1,,David,Brown,Night
2,1,2025-02-20,10:15:00,MST,4556,178.50184124221425,2,Copper Ore,904,Liebherr,777D,59,Komatsu,777D,Idle,Waste Pile B,Pit 2,Waste Pile A,,Ashley,Thomas,Morning
1,5,2025-04-23,13:44:00,MST,5971,82.23703533257265,3,Copper Ore,958,Komatsu,6810,33,Liebherr,777D,Maintenance,Waste Pile B,Waste Pile A,Pit 2,,David,Brown,Morning
4,5,2025-05-14,01:14:00,MST,4298,71.36362217292583,2,Tailings,194,Liebherr,T282E,100,Komatsu,T282E,Idle,Pit 1,Waste Pile B,Pit 2,,Emily,Wilson,Night
2,8,2025-06-29,05:44:00,MST,1382,161.25527861540965,2,Waste Rock,651,Komatsu,777D,80,Komatsu,777D,Idle,Waste Pile A,Pit 1,Waste Pile B,,Ashley,Thomas,Night
1,7,2025-04-10,08:30:00,MST,7876,179.94415247918374,2,Waste Rock,523,Komatsu,T282E,90,Komatsu,777D,Operating,Waste Pile B,Waste Pile A,Waste Pile A,,Daniel,Anderson,Morning
5,2,2025-04-04,00:23:00,MST,6705,126.73627544265071,1,Tailings,669,Liebherr,6810,57,CAT,T282E,Operating,Pit 1,Pit 2,Waste Pile B,,David,Brown,Night
4,5,2025-04-09,13:39:00,MST,5306,184.4477453988581,2,Tailings,900,CAT,T282E,61,CAT,6810,Maintenance,Pit 1,Waste Pile A,Pit 1,,Emily,Wilson,Morning
5,2,2025-05-16,17:14:00,MST,4399,56.60052183421678,1,Copper Ore,578,Komatsu,T282E,97,Komatsu,T282E,Idle,Pit 2,Pit 1,Waste Pile A,,Ben,Johnson,Afternoon
4,3,2025-01-30,21:50:00,MST,8721,169.19985740684382,2,Tailings,436,Komatsu,6810,45,Liebherr,777D,Operating,Waste Pile B,Pit 1,Waste Pile B,,Sarah,Davis,Evening
2,6,2025-05-17,04:37:00,MST,4483,121.89597771363741,1,Tailings,789,Liebherr,T282E,13,Liebherr,6810,Idle,Waste Pile A,Pit 2,Waste Pile A,,Maria,Williams,Night
2,3,2025-06-25,09:01:00,MST,1661,131.51108782029132,3,D&E,672,Liebherr,T282E,6,Komatsu,6810,Maintenance,Pit 2,Pit 2,Waste Pile B,,Robert,Moore,Morning
2,3,2025-01-30,05:15:00,MST,4140,68.49838103764779,3,Copper Ore,338,Liebherr,6810,26,Komatsu,T282E,Idle,Waste Pile B,Pit 1,Waste Pile A,,Sarah,Davis,Night
1,7,2025-06-11,13:44:00,MST,3918,147.10662796080507,1,Copper Ore,676,Komatsu,6810,32,Komatsu,6810,Maintenance,Pit 2,Pit 2,Pit 1,,Emily,Wilson,Morning
1,3,2025-03-17,07:14:00,MST,7612,108.17897202614553,1,D&E,706,Liebherr,T282E,61,CAT,6810,Idle,Pit 1,Pit 2,Pit 1,,Daniel,Anderson,Morning
2,2,2025-02-03,22:54:00,MST,4469,140.31681510742737,3,Waste Rock,652,Komatsu,T282E,39,Liebherr,6810,Idle,Waste Pile B,Pit 2,Waste Pile A,,Daniel,Anderson,Evening
5,9,2025-04-05,07:19:00,MST,9311,138.18756080838455,3,D&E,903,Liebherr,777D,20,CAT,6810,Operating,Waste Pile A,Pit 2,Pit 2,,Daniel,Anderson,Morning
5,5,2025-03-19,09:53:00,MST,9601,197.11197302981023,3,Tailings,273,CAT,777D,11,CAT,6810,Idle,Pit 2,Pit 1,Waste Pile B,,Maria,Williams,Morning
4,9,2025-01-01,16:22:00,MST,7556,72.3413728080319,3,Waste Rock,939,CAT,777D,38,Komatsu,6810,Operating,Pit 2,Waste Pile A,Waste Pile B,,Daniel,Anderson,Afternoon
3,2,2025-05-04,01:41:00,MST,5589,148.325828106201,2,Waste Rock,734,CAT,T282E,62,CAT,T282E,Idle,Pit 1,Pit 2,Pit 1,,Robert,Moore,Night
1,1,2025-04-17,23:51:00,MST,5620,65.23263110161481,3,Tailings,825,Komatsu,T282E,38,CAT,6810,Maintenance,Pit 1,Waste Pile B,Waste Pile B,vent is off,Daniel,Anderson,Night
4,10,2025-05-11,23:54:00,MST,8603,133.75262460992803,3,Waste Rock,545,Komatsu,777D,81,CAT,T282E,Idle,Pit 2,Pit 1,Waste Pile B,,Sarah,Davis,Night
3,2,2025-03-21,06:56:00,MST,1253,153.27943313994513,1,Copper Ore,164,Liebherr,T282E,78,CAT,777D,Operating,Pit 1,Pit 1,Pit 2,,David,Brown,Morning
4,2,2025-04-21,05:18:00,MST,2684,157.3767745816644,1,D&E,920,Liebherr,777D,20,Liebherr,T282E,Operating,Pit 1,Pit 2,Pit 1,,David,Brown,Night
2,4,2025-01-05,16:12:00,MST,3436,128.34424644794365,2,D&E,120,Liebherr,T282E,55,CAT,6810,Idle,Pit 2,Waste Pile B,Pit 2,,Ashley,Thomas,Afternoon
3,7,2025-03-27,21:17:00,MST,9198,163.24863577389496,2,Copper Ore,355,Komatsu,T282E,37,Komatsu,6810,Idle,Waste Pile A,Pit 1,Pit 2,,Ben,Johnson,Evening
5,5,2025-01-07,00:35:00,MST,5603,130.3359359389831,2,D&E,523,Komatsu,6810,91,Liebherr,T282E,Idle,Pit 1,Waste Pile B,Pit 1,,Ashley,Thomas,Night
5,9,2025-06-08,05:07:00,MST,9425,64.69512527705008,2,Copper Ore,257,CAT,6810,2,CAT,T282E,Idle,Waste Pile A,Waste Pile B,Pit 2,,Ashley,Thomas,Night
2,10,2025-03-13,04:12:00,MST,8055,187.70751397608907,2,D&E,702,Komatsu,777D,57,CAT,6810,Idle,Pit 1,Pit 2,Pit 1,,Maria,Williams,Night
4,9,2025-06-15,13:09:00,MST,9005,178.12241997701693,2,Waste Rock,246,Liebherr,6810,43,Liebherr,777D,Idle,Pit 2,Pit 1,Pit 2,,Daniel,Anderson,Morning
4,10,2025-05-23,05:58:00,MST,7152,106.63159583202349,3,D&E,628,Komatsu,T282E,56,CAT,777D,Idle,Waste Pile B,Pit 1,Pit 2,,Daniel,Anderson,Night
3,8,2025-02-28,13:37:00,MST,5815,145.04945728520886,1,D&E,260,CAT,6810,1,Liebherr,6810,Operating,Waste Pile B,Waste Pile B,Pit 2,,Robert,Moore,Morning
1,5,2025-01-12,19:29:00,MST,9969,198.72317418385853,2,D&E,689,Liebherr,777D,62,Liebherr,T282E,Operating,Pit 1,Pit 2,Pit 1,,Emily,Wilson,Afternoon
1,4,2025-06-17,15:40:00,MST,4804,129.0418346519961,1,Waste Rock,172,CAT,T282E,88,Komatsu,777D,Maintenance,Waste Pile A,Pit 1,Waste Pile A,,Jessica,Taylor,Afternoon
2,7,2025-04-20,14:37:00,MST,1087,139.54016344567594,3,Copper Ore,455,Komatsu,T282E,72,Liebherr,777D,Idle,Waste Pile B,Pit 2,Pit 2,,David,Brown,Morning
2,4,2025-03-10,06:25:00,MST,9890,53.43524324721153,2,Copper Ore,915,CAT,6810,31,CAT,777D,Maintenance,Waste Pile B,Pit 1,Waste Pile A,,Robert,Moore,Morning
3,6,2025-04-03,00:09:00,MST,3095,80.97128240885414,3,Waste Rock,507,Liebherr,6810,30,CAT,T282E,Idle,Pit 1,Waste Pile A,Waste Pile A,,Daniel,Anderson,Night
5,7,2025-01-23,13:07:00,MST,8569,89.47336634056465,1,Waste Rock,100,Liebherr,T282E,1,Komatsu,T282E,Maintenance,Pit 1,Waste Pile B,Waste Pile A,,Robert,Moore,Morning
2,4,2025-04-30,10:54:00,MST,9826,135.11047496497616,2,Waste Rock,834,Liebherr,T282E,30,Liebherr,6810,Operating,Pit 2,Pit 1,Pit 2,,Maria,Williams,Morning
1,6,2025-04-16,16:10:00,MST,9949,81.66888330113113,1,Tailings,261,Liebherr,6810,28,CAT,777D,Idle,Pit 1,Pit 2,Waste Pile A,,Ben,Johnson,Afternoon
4,9,2025-02-11,23:34:00,MST,2821,176.4954570139334,3,Waste Rock,562,Liebherr,T282E,81,CAT,6810,Operating,Waste Pile B,Waste Pile B,Pit 1,,Michael,Miller,Night
1,5,2025-06-28,11:00:00,MST,8789,139.96105682044862,1,Tailings,665,Komatsu,6810,49,Komatsu,777D,Operating,Pit 1,Waste Pile B,Pit 1,,Maria,Williams,Morning
4,10,2025-04-07,01:10:00,MST,7177,82.45166865898098,3,Waste Rock,414,Liebherr,6810,92,Komatsu,T282E,Operating,Pit 2,Pit 1,Pit 1,,Robert,Moore,Night
3,4,2025-02-05,09:48:00,MST,9567,71.82798044712938,2,Tailings,299,Liebherr,6810,50,CAT,T282E,Operating,Pit 1,Waste Pile B,Pit 2,,Maria,Williams,Morning
3,7,2025-06-11,04:38:00,MST,1235,195.31673840596426,2,D&E,409,Komatsu,T282E,42,Liebherr,T282E,Idle,Pit 1,Pit 1,Waste Pile A,,David,Brown,Night
1,2,2025-02-03,03:51:00,MST,4754,113.63323021858615,1,D&E,263,CAT,777D,39,Komatsu,T282E,Idle,Pit 1,Pit 1,Waste Pile B,,Sarah,Davis,Night
4,4,2025-02-11,19:30:00,MST,6740,184.71652234654985,3,Waste Rock,569,Liebherr,6810,39,Liebherr,777D,Operating,Pit 2,Waste Pile B,Pit 2,,Michael,Miller,Afternoon
5,4,2025-02-19,12:32:00,MST,4685,156.202273711773,3,Tailings,384,Komatsu,T282E,76,Komatsu,T282E,Maintenance,Pit 1,Pit 1,Waste Pile A,,Ashley,Thomas,Morning
5,2,2025-01-26,20:50:00,MST,6688,102.38678119979005,3,D&E,132,Komatsu,777D,25,Komatsu,T282E,Idle,Waste Pile B,Pit 2,Waste Pile B,,Ashley,Thomas,Afternoon
3,5,2025-03-17,03:00:00,MST,5785,102.61286317376951,1,Tailings,925,Liebherr,777D,83,CAT,6810,Idle,Waste Pile B,Pit 1,Waste Pile B,,David,Brown,Night
1,6,2025-01-11,15:06:00,MST,6017,164.17506296350936,2,D&E,699,Liebherr,6810,9,Liebherr,6810,Idle,Pit 1,Waste Pile B,Pit 1,,Sarah,Davis,Afternoon
3,8,2025-04-10,10:56:00,MST,8641,174.43135045366353,3,Copper Ore,235,Liebherr,777D,19,CAT,T282E,Operating,Waste Pile A,Pit 2,Waste Pile B,,Sarah,Davis,Morning
2,7,2025-06-23,20:21:00,MST,2338,74.65258381572541,3,D&E,302,Komatsu,6810,75,Komatsu,777D,Operating,Waste Pile B,Pit 1,Waste Pile B,vent is off,Sarah,Davis,Afternoon
1,9,2025-01-10,08:23:00,MST,5717,147.15628104996978,1,Waste Rock,955,CAT,6810,26,Komatsu,T282E,Idle,Pit 1,Pit 2,Waste Pile B,,Robert,Moore,Morning
3,10,2025-06-22,16:25:00,MST,4432,59.92523503206828,1,Tailings,971,Liebherr,777D,39,Liebherr,T282E,Maintenance,Pit 1,Waste Pile A,Pit 1,,Maria,Williams,Afternoon
2,1,2025-01-29,08:36:00,MST,5763,193.5732524030575,1,D&E,524,CAT,T282E,61,Liebherr,6810,Idle,Waste Pile B,Waste Pile B,Pit 1,,Michael,Miller,Morning
2,10,2025-06-01,21:13:00,MST,4875,129.99121178252932,1,Waste Rock,608,Komatsu,6810,67,Liebherr,6810,Maintenance,Pit 2,Pit 1,Waste Pile A,,Emily,Wilson,Evening
1,6,2025-01-19,01:42:00,MST,8849,194.89986570051929,2,Copper Ore,854,CAT,777D,32,Komatsu,777D,Maintenance,Waste Pile B,Waste Pile A,Waste Pile B,,Jessica,Taylor,Night
4,6,2025-02-20,18:21:00,MST,3752,88.32905723624125,2,Copper Ore,179,Liebherr,6810,65,Liebherr,777D,Idle,Pit 1,Pit 1,Waste Pile B,,Daniel,Anderson,Afternoon
5,2,2025-05-04,11:49:00,MST,3014,78.50709953136169,3,Copper Ore,894,CAT,777D,77,Komatsu,T282E,Maintenance,Waste Pile B,Waste Pile B,Pit 1,,David,Brown,Morning
4,4,2025-02-21,08:03:00,MST,4122,114.731450202306,2,Copper Ore,652,Komatsu,T282E,81,Liebherr,T282E,Maintenance,Waste Pile B,Pit 1,Waste Pile A,,Ashley,Thomas,Morning
2,9,2025-03-19,00:50:00,MST,6497,182.38800204070657,3,D&E,571,CAT,T282E,22,Komatsu,777D,Operating,Pit 1,Pit 2,Pit 1,,Emily,Wilson,Night
2,1,2025-02-16,06:29:00,MST,1645,162.54422428137661,2,Tailings,635,CAT,6810,81,Komatsu,777D,Operating,Waste Pile B,Waste Pile A,Waste Pile A,,Daniel,Anderson,Morning
1,5,2025-01-25,04:35:00,MST,8886,155.32417298524706,2,Waste Rock,228,Liebherr,777D,94,Komatsu,777D,Idle,Waste Pile A,Waste Pile A,Waste Pile A,,Emily,Wilson,Night
5,4,2025-04-26,08:19:00,MST,2790,174.25323694776384,2,Tailings,411,CAT,T282E,44,Komatsu,6810,Operating,Waste Pile A,Pit 2,Waste Pile A,,David,Brown,Morning
4,4,2025-01-07,08:50:00,MST,4080,57.27304420290436,3,Waste Rock,429,CAT,6810,96,Liebherr,6810,Maintenance,Pit 1,Pit 1,Pit 1,,Jessica,Taylor,Morning
2,4,2025-05-09,14:13:00,MST,8272,132.14207180171323,1,Tailings,787,Liebherr,777D,69,CAT,777D,Idle,Pit 1,Pit 1,Waste Pile A,,David,Brown,Morning
1,6,2025-05-03,03:54:00,MST,9304,116.11318189552547,1,D&E,464,CAT,777D,56,Komatsu,T282E,Idle,Waste Pile B,Waste Pile A,Pit 1,,David,Brown,Night
2,4,2025-01-04,00:22:00,MST,2002,96.86780791604735,3,Waste Rock,625,Liebherr,T282E,17,CAT,6810,Operating,Waste Pile B,Waste Pile A,Waste Pile A,,Ashley,Thomas,Night
2,4,2025-06-02,04:46:00,MST,6319,146.33440280295673,2,D&E,495,CAT,6810,57,CAT,777D,Operating,Pit 2,Waste Pile B,Waste Pile A,,Maria,Williams,Night
1,10,2025-03-04,10:25:00,MST,5712,152.45292505736654,2,D&E,939,Komatsu,6810,39,Komatsu,6810,Idle,Pit 1,Waste Pile B,Waste Pile A,ask Carl about this,Jessica,Taylor,Morning
4,2,2025-03-07,04:06:00,MST,3271,132.60001676284656,3,Tailings,467,Liebherr,777D,4,CAT,6810,Idle,Pit 1,Waste Pile A,Waste Pile A,,Robert,Moore,Night
5,7,2025-03-01,17:50:00,MST,4227,148.5385248343527,2,D&E,591,Liebherr,777D,59,Liebherr,T282E,Idle,Pit 2,Waste Pile A,Pit 1,,Daniel,Anderson,Afternoon
4,8,2025-05-07,14:11:00,MST,8400,113.75671644895138,3,Copper Ore,109,Komatsu,T282E,96,CAT,6810,Operating,Pit 1,Pit 2,Waste Pile A,,Maria,Williams,Morning
5,1,2025-02-17,17:01:00,MST,3798,166.93230906597114,2,D&E,467,Komatsu,T282E,82,Liebherr,T282E,Maintenance,Pit 2,Pit 2,Pit 2,,Robert,Moore,Afternoon
2,4,2025-02-20,07:34:00,MST,5344,82.12329944971509,1,D&E,506,Komatsu,6810,20,CAT,6810,Idle,Waste Pile A,Waste Pile B,Pit 1,,Robert,Moore,Morning
1,9,2025-03-19,04:58:00,MST,6926,140.56068949445495,1,Waste Rock,828,Komatsu,T282E,46,Komatsu,6810,Idle,Waste Pile A,Waste Pile A,Waste Pile B,,Emily,Wilson,Night
5,10,2025-03-11,10:31:00,MST,3710,158.42139245033036,1,D&E,442,Komatsu,777D,78,CAT,T282E,Operating,Pit 2,Waste Pile B,Waste Pile B,,Jessica,Taylor,Morning
4,10,2025-01-12,14:50:00,MST,4383,181.1523038242134,2,Copper Ore,648,Liebherr,T282E,24,Komatsu,T282E,Operating,Pit 1,Pit 1,Waste Pile A,,Sarah,Davis,Morning
2,8,2025-03-09,21:28:00,MST,7986,107.28154141228336,3,Waste Rock,181,Liebherr,777D,97,Komatsu,T282E,Operating,Pit 1,Waste Pile A,Waste Pile B,,Maria,Williams,Evening
4,4,2025-03-16,10:48:00,MST,9601,157.67846440345937,2,Waste Rock,802,Komatsu,6810,23,CAT,777D,Idle,Waste Pile B,Pit 2,Waste Pile B,,Maria,Williams,Morning
2,4,2025-02-11,23:25:00,MST,2572,111.74139318979356,2,Copper Ore,171,CAT,777D,58,Liebherr,777D,Operating,Pit 2,Waste Pile B,Pit 1,,Robert,Moore,Night
5,5,2025-02-10,12:33:00,MST,3940,127.10794980913809,2,Copper Ore,346,Komatsu,T282E,45,Liebherr,T282E,Idle,Waste Pile B,Waste Pile A,Pit 1,,Daniel,Anderson,Morning
2,8,2025-01-14,15:27:00,MST,2880,159.72008444883613,3,Tailings,609,CAT,777D,50,Liebherr,T282E,Maintenance,Pit 2,Waste Pile B,Pit 2,vent is off,Sarah,Davis,Afternoon
3,2,2025-06-10,01:55:00,MST,1338,87.3440487549795,3,Waste Rock,657,CAT,T282E,53,Liebherr,777D,Maintenance,Waste Pile A,Waste Pile B,Waste Pile A,,Robert,Moore,Night
3,1,2025-06-05,21:18:00,MST,6491,60.13552686726521,1,Copper Ore,249,Komatsu,T282E,73,CAT,6810,Maintenance,Pit 1,Pit 1,Waste Pile B,,Maria,Williams,Evening
5,6,2025-04-08,05:02:00,MST,8366,92.31138721883255,1,D&E,280,Liebherr,777D,80,Liebherr,T282E,Maintenance,Waste Pile B,Pit 1,Waste Pile B,,Maria,Williams,Night
1,9,2025-03-07,14:53:00,MST,7880,58.10879330006778,1,Tailings,596,Komatsu,6810,89,CAT,777D,Idle,Pit 1,Pit 2,Waste Pile A,,Ashley,Thomas,Morning
5,7,2025-03-11,00:49:00,MST,7540,187.26306910753885,1,Tailings,772,CAT,777D,29,CAT,T282E,Operating,Pit 2,Waste Pile B,Pit 2,end of shift,Sarah,Davis,Night
5,4,2025-06-09,01:26:00,MST,8439,85.03413107027923,1,Waste Rock,875,Liebherr,6810,41,Komatsu,777D,Operating,Waste Pile B,Pit 2,Pit 1,,Maria,Williams,Night
1,10,2025-03-10,11:49:00,MST,7977,69.91386291983122,3,Waste Rock,769,Liebherr,T282E,95,CAT,6810,Idle,Pit 1,Pit 1,Pit 1,,Ashley,Thomas,Morning
5,7,2025-06-30,04:56:00,MST,2935,101.9323928201118,1,Tailings,210,Komatsu,777D,3,Komatsu,6810,Operating,Waste Pile B,Pit 1,Pit 1,,Sarah,Davis,Night
5,8,2025-04-20,08:46:00,MST,6656,64.2823213082859,3,Tailings,507,Komatsu,6810,7,Liebherr,T282E,Maintenance,Pit 2,Pit 1,Pit 2,,Robert,Moore,Morning
4,6,2025-03-30,10:36:00,MST,7188,101.37469319616949,1,D&E,130,Komatsu,T282E,26,Liebherr,6810,Operating,Pit 2,Pit 2,Waste Pile B,,Robert,Moore,Morning
3,8,2025-03-18,20:49:00,MST,8454,181.23524144444139,1,Copper Ore,272,CAT,6810,36,Liebherr,777D,Idle,Pit 1,Waste Pile A,Pit 2,,Ben,Johnson,Afternoon
3,4,2025-06-17,04:48:00,MST,8853,76.93872480390998,1,Copper Ore,279,CAT,777D,95,Komatsu,777D,Idle,Waste Pile A,Pit 2,Waste Pile A,,Ben,Johnson,Night
1,10,2025-05-15,17:50:00,MST,1945,72.8068969024458,1,Copper Ore,825,Komatsu,6810,24,Komatsu,6810,Idle,Pit 2,Pit 1,Waste Pile B,,Emily,Wilson,Afternoon
3,5,2025-01-07,11:48:00,MST,6557,125.49586624668538,2,Tailings,140,Komatsu,T282E,45,Liebherr,777D,Idle,Waste Pile A,Pit 1,Pit 2,,Ben,Johnson,Morning
3,1,2025-03-03,17:51:00,MST,2002,161.1401302514899,3,D&E,864,Komatsu,T282E,69,CAT,T282E,Maintenance,Waste Pile A,Waste Pile A,Pit 2,,Maria,Williams,Afternoon
4,6,2025-01-09,11:07:00,MST,9717,105.08299052449061,2,Tailings,338,Komatsu,6810,78,CAT,777D,Maintenance,Pit 1,Pit 2,Pit 2,,Sarah,Davis,Morning
5,7,2025-05-13,05:18:00,MST,6766,92.42907497189026,2,Waste Rock,153,Liebherr,T282E,31,CAT,6810,Idle,Pit 2,Waste Pile B,Pit 2,,David,Brown,Night
5,10,2025-02-18,04:33:00,MST,5665,169.64946099216445,1,Waste Rock,661,CAT,6810,15,Liebherr,777D,Idle,Waste Pile A,Pit 2,Waste Pile B,,Ben,Johnson,Night
3,9,2025-01-29,03:39:00,MST,1113,100.81092722815659,3,Waste Rock,834,Liebherr,6810,77,Liebherr,T282E,Maintenance,Waste Pile A,Waste Pile A,Pit 1,,Michael,Miller,Night
2,8,2025-04-19,15:19:00,MST,4607,132.70264514790827,1,Waste Rock,817,Liebherr,T282E,87,Komatsu,777D,Idle,Pit 2,Waste Pile A,Waste Pile B,,Ben,Johnson,Afternoon
2,4,2025-04-05,09:37:00,MST,1544,138.0042690078202,3,D&E,803,Liebherr,777D,3,Komatsu,T282E,Idle,Waste Pile A,Pit 1,Waste Pile B,,Sarah,Davis,Morning
2,1,2025-01-22,13:24:00,MST,3914,105.33377194661344,2,Waste Rock,512,Liebherr,T282E,40,CAT,T282E,Idle,Pit 1,Waste Pile B,Waste Pile A,,Emily,Wilson,Morning
5,7,2025-05-11,09:05:00,MST,6793,188.3265855928104,1,Copper Ore,572,Komatsu,6810,94,CAT,777D,Idle,Pit 1,Waste Pile B,Pit 1,,Michael,Miller,Morning
4,7,2025-01-13,09:59:00,MST,2826,77.95202678512801,3,D&E,550,Komatsu,777D,58,Liebherr,T282E,Maintenance,Waste Pile B,Pit 2,Pit 1,,Ben,Johnson,Morning
5,3,2025-05-23,16:50:00,MST,6610,153.83919113783236,2,Tailings,655,CAT,777D,57,Komatsu,T282E,Maintenance,Waste Pile B,Pit 2,Waste Pile B,,Ben,Johnson,Afternoon
4,8,2025-06-04,01:24:00,MST,1389,134.1718547768565,3,Tailings,649,CAT,T282E,3,CAT,777D,Maintenance,Waste Pile B,Pit 1,Pit 2,,David,Brown,Night
4,9,2025-06-02,14:39:00,MST,6234,152.35455736304687,3,Copper Ore,401,CAT,T282E,45,Komatsu,777D,Idle,Waste Pile A,Waste Pile A,Waste Pile A,,Jessica,Taylor,Morning
3,1,2025-06-28,09:41:00,MST,9116,116.13659171788822,3,Tailings,307,Komatsu,777D,61,Komatsu,T282E,Maintenance,Waste Pile B,Waste Pile B,Waste Pile A,,Maria,Williams,Morning
1,4,2025-05-22,02:16:00,MST,1483,148.81302683266395,3,D&E,231,CAT,777D,68,Liebherr,777D,Operating,Waste Pile A,Pit 2,Pit 1,,Robert,Moore,Night
4,2,2025-06-12,07:40:00,MST,8164,158.24720181784934,2,Waste Rock,748,Komatsu,T282E,45,CAT,777D,Idle,Waste Pile B,Pit 1,Pit 1,,Jessica,Taylor,Morning
2,2,2025-06-12,14:50:00,MST,9303,199.0919949240844,3,Copper Ore,672,CAT,6810,78,CAT,T282E,Idle,Waste Pile A,Pit 2,Pit 2,ask Carl about this,Robert,Moore,Morning
3,1,2025-02-26,00:43:00,MST,2035,163.80237215977735,2,Copper Ore,504,Komatsu,777D,86,CAT,777D,Maintenance,Waste Pile A,Pit 2,Pit 2,,Ashley,Thomas,Night
1,3,2025-04-09,08:38:00,MST,4371,116.06418370186786,2,Waste Rock,532,Komatsu,T282E,16,Komatsu,6810,Maintenance,Pit 1,Pit 1,Waste Pile A,water from rain,Sarah,Davis,Morning
4,5,2025-06-19,21:26:00,MST,6977,129.75817293899053,2,Waste Rock,724,CAT,T282E,15,Liebherr,6810,Idle,Pit 2,Waste Pile A,Pit 1,,David,Brown,Evening
5,6,2025-04-25,18:48:00,MST,5660,137.5108360321932,2,D&E,124,Liebherr,777D,15,CAT,T282E,Operating,Waste Pile A,Waste Pile B,Waste Pile A,,Daniel,Anderson,Afternoon
3,6,2025-04-12,13:18:00,MST,2894,115.38845139731096,2,Copper Ore,563,CAT,T282E,85,CAT,777D,Maintenance,Waste Pile A,Waste Pile B,Pit 2,,David,Brown,Morning
5,9,2025-02-25,15:18:00,MST,3859,66.92702343691886,2,Waste Rock,968,Liebherr,6810,45,Liebherr,T282E,Maintenance,Pit 1,Pit 2,Pit 2,,Sarah,Davis,Afternoon
5,8,2025-03-10,13:17:00,MST,5606,79.45239499442947,1,Waste Rock,133,Komatsu,777D,47,Liebherr,777D,Operating,Pit 1,Waste Pile A,Waste Pile B,,Jessica,Taylor,Morning
5,7,2025-03-12,17:55:00,MST,4065,139.20588400194873,3,Copper Ore,340,Liebherr,T282E,66,Liebherr,T282E,Maintenance,Pit 1,Pit 2,Waste Pile B,,Michael,Miller,Afternoon
2,4,2025-03-20,09:24:00,MST,7680,79.4801250183861,1,Copper Ore,346,Komatsu,T282E,70,CAT,T282E,Maintenance,Waste Pile A,Pit 2,Pit 1,,David,Brown,Morning
4,9,2025-03-23,22:04:00,MST,5848,135.7205288408363,1,Tailings,578,CAT,6810,95,Komatsu,6810,Maintenance,Pit 2,Pit 1,Pit 1,,Daniel,Anderson,Evening
2,6,2025-04-27,14:53:00,MST,8020,56.94322643254819,2,D&E,721,Liebherr,6810,93,Komatsu,6810,Idle,Waste Pile A,Pit 2,Pit 2,water from rain,Ben,Johnson,Morning
1,5,2025-05-16,01:20:00,MST,9893,113.9489296679943,2,Waste Rock,688,CAT,6810,55,CAT,T282E,Idle,Waste Pile A,Pit 1,Waste Pile A,,Emily,Wilson,Night
4,1,2025-04-06,09:30:00,MST,7853,188.52124190673592,1,Tailings,505,Komatsu,6810,91,Liebherr,777D,Operating,Pit 2,Pit 1,Waste Pile B,,Maria,Williams,Morning
3,4,2025-05-07,06:38:00,MST,1510,50.49582118769342,1,Tailings,185,Liebherr,T282E,72,Komatsu,777D,Maintenance,Waste Pile B,Pit 2,Waste Pile B,,Jessica,Taylor,Morning
1,5,2025-05-20,19:39:00,MST,5900,64.1178930387788,3,Copper Ore,613,Liebherr,T282E,31,Liebherr,T282E,Idle,Waste Pile B,Waste Pile B,Waste Pile B,,Jessica,Taylor,Afternoon
1,8,2025-04-27,20:49:00,MST,9489,69.877114588934,1,Tailings,896,Komatsu,T282E,98,Komatsu,6810,Operating,Pit 1,Waste Pile A,Waste Pile B,,Michael,Miller,Afternoon
3,5,2025-02-12,14:32:00,MST,6465,154.60250459333358,3,D&E,357,CAT,T282E,12,CAT,T282E,Maintenance,Waste Pile A,Waste Pile B,Waste Pile B,,Sarah,Davis,Morning
1,1,2025-05-22,18:44:00,MST,8295,167.02410061428776,1,Copper Ore,580,CAT,777D,35,CAT,777D,Maintenance,Pit 1,Pit 2,Pit 1,,Sarah,Davis,Afternoon
4,3,2025-02-10,12:04:00,MST,4030,153.55447545468252,2,Copper Ore,828,Liebherr,6810,34,Liebherr,6810,Idle,Waste Pile A,Pit 2,Pit 1,,Jessica,Taylor,Morning
1,7,2025-04-25,15:27:00,MST,6384,80.19237611338099,2,Tailings,367,Komatsu,6810,100,CAT,6810,Maintenance,Waste Pile B,Waste Pile B,Waste Pile B,,David,Brown,Afternoon
